athlete_id,season,sport,event,position,medal,country,team
11481.0,Summer,Equestrian Eventing,"Team, Open",3,Bronze,Great Britain,Call Again Cavalier / Great Britain
11490.0,Summer,Equestrian Dressage,"Individual, Open",1,Gold,Netherlands,Salinero
11490.0,Summer,Equestrian Dressage,"Team, Open",2,Silver,Netherlands,Salinero / Netherlands
11503.0,Summer,Equestrian Dressage,"Individual, Open",2,Silver,Germany,Satchmo
11503.0,Summer,Equestrian Dressage,"Team, Open",1,Gold,Germany,Satchmo / Germany
11507.0,Summer,Equestrian Dressage,"Individual, Open",12,,Sweden,Solos Carex
11507.0,Summer,Equestrian Dressage,"Team, Open",4,,Sweden,Solos Carex / Sweden
11522.0,Summer,Equestrian Jumping,"Individual, Open",23,,Kingdom of Saudi Arabia,Allah Jabek
11522.0,Summer,Equestrian Jumping,"Team, Open",,,Kingdom of Saudi Arabia,Allah Jabek / Kingdom of Saudi Arabia
11525.0,Summer,Equestrian Eventing,"Individual, Open",31,,Sweden,Tubber Rebel
11525.0,Summer,Equestrian Eventing,"Team, Open",4,,Sweden,Tubber Rebel / Sweden
11581.0,Summer,Equestrian Jumping,"Individual, Open",,,Kingdom of Saudi Arabia,Rivaal
11581.0,Summer,Equestrian Jumping,"Team, Open",,,Kingdom of Saudi Arabia,Rivaal / Kingdom of Saudi Arabia
11606.0,Summer,Equestrian Jumping,"Individual, Open",7,,Germany,All Inclusive
11606.0,Summer,Equestrian Jumping,"Team, Open",,,Germany,All Inclusive / Germany
11609.0,Summer,Equestrian Jumping,"Individual, Open",2,Silver,Sweden,Ninja
11609.0,Summer,Equestrian Jumping,"Team, Open",6,,Sweden,Ninja / Sweden
11751.0,Summer,Equestrian Jumping,"Individual, Open",,,Mexico,Don Porfirio
11751.0,Summer,Equestrian Jumping,"Team, Open",,,Mexico,Don Porfirio / Mexico
11771.0,Summer,Equestrian Jumping,"Individual, Open",,,Canada,Ole
11771.0,Summer,Equestrian Jumping,"Team, Open",2,Silver,Canada,Ole / Canada
11906.0,Summer,Equestrian Eventing,"Individual, Open",,,United States,Connaught
11906.0,Summer,Equestrian Eventing,"Team, Open",7,,United States,Connaught / United States
11936.0,Summer,Equestrian Jumping,"Individual, Open",33,,Sweden,Jaguar Mail
11936.0,Summer,Equestrian Jumping,"Team, Open",6,,Sweden,Jaguar Mail / Sweden
11977.0,Summer,Equestrian Eventing,"Individual, Open",12,,Great Britain,Parkmore Ed
11977.0,Summer,Equestrian Eventing,"Team, Open",3,Bronze,Great Britain,Parkmore Ed / Great Britain
12030.0,Summer,Equestrian Jumping,"Individual, Open",,,New Zealand,Yamato
12030.0,Summer,Equestrian Jumping,"Team, Open",,,New Zealand,Yamato / New Zealand
12128.0,Summer,Equestrian Dressage,"Individual, Open",34,,Japan,Whisper
12128.0,Summer,Equestrian Dressage,"Team, Open",9,,Japan,Whisper / Japan
12284.0,Summer,Equestrian Jumping,"Individual, Open",10,,Belgium,Cumano
12355.0,Summer,Equestrian Eventing,"Individual, Open",41,,Italy,Southern King V
12355.0,Summer,Equestrian Eventing,"Team, Open",6,,Italy,Southern King V / Italy
12430.0,Summer,Equestrian Jumping,"Individual, Open",23,,Canada,In Style
12430.0,Summer,Equestrian Jumping,"Team, Open",2,Silver,Canada,In Style / Canada
12490.0,Summer,Equestrian Eventing,"Individual, Open",,,New Zealand,Lord Killinghurst
12490.0,Summer,Equestrian Eventing,"Team, Open",5,,New Zealand,Lord Killinghurst / New Zealand
12558.0,Summer,Equestrian Jumping,"Individual, Open",,,Brazil,Rufus
12558.0,Summer,Equestrian Jumping,"Team, Open",,,Brazil,Rufus / Brazil
12560.0,Summer,Equestrian Dressage,"Individual, Open",4,,United States,Ravel
12560.0,Summer,Equestrian Dressage,"Team, Open",,,United States,Ravel / United States
12753.0,Summer,Equestrian Jumping,"Individual, Open",29,,Great Britain,Russel
12753.0,Summer,Equestrian Jumping,"Team, Open",5,,Great Britain,Russel / Great Britain
12778.0,Summer,Equestrian Eventing,"Individual, Open",52,,Poland,Wag
12804.0,Summer,Equestrian Jumping,"Individual, Open",29,,Japan,California
12848.0,Summer,Equestrian Eventing,"Individual, Open",37,,Germany,The Ghost Of Hamish
12848.0,Summer,Equestrian Eventing,"Team, Open",1,Gold,Germany,The Ghost Of Hamish / Germany
12855.0,Summer,Equestrian Eventing,"Individual, Open",17,,New Zealand,Gandalf
12855.0,Summer,Equestrian Eventing,"Team, Open",5,,New Zealand,Gandalf / New Zealand
12863.0,Summer,Equestrian Jumping,"Individual, Open",,,Colombia,Chambacunero
12897.0,Summer,Equestrian Jumping,"Individual, Open",10,,Ukraine,Quintus
12897.0,Summer,Equestrian Jumping,"Team, Open",,,Ukraine,Quintus / Ukraine
12996.0,Summer,Equestrian Jumping,"Individual, Open",,,Great Britain,Peppermill
13057.0,Summer,Cycling Road,"Road Race, Individual, Women",41,,Germany,
13057.0,Summer,Cycling Road,"Individual Time Trial, Women",6,,Germany,
13094.0,Summer,Cycling Mountain Bike,"Cross-Country, Women",,,Norway,
13164.0,Summer,Cycling Mountain Bike,"Cross-Country, Women",17,,France,
13166.0,Summer,Cycling Road,"Road Race, Individual, Women",21,,Sweden,
13166.0,Summer,Cycling Road,"Individual Time Trial, Women",10,,Sweden,
13167.0,Summer,Cycling Road,"Road Race, Individual, Women",24,,France,
13167.0,Summer,Cycling Road,"Individual Time Trial, Women",4,,France,
13202.0,Summer,Cycling Road,"Road Race, Individual, Women",11,,Lithuania,
13258.0,Summer,Cycling Mountain Bike,"Cross-Country, Women",14,,Netherlands,
13274.0,Summer,Cycling Road,"Road Race, Individual, Women",10,,Kazakhstan,
13274.0,Summer,Cycling Road,"Individual Time Trial, Women",9,,Kazakhstan,
13438.0,Summer,Cycling Track,"Points Race, Men",19,,Chile,
13516.0,Summer,Cycling Road,"Road Race, Individual, Men",8,,Canada,
13674.0,Summer,Cycling Road,"Road Race, Individual, Men",,,Hungary,
13674.0,Summer,Cycling Road,"Individual Time Trial, Men",26,,Hungary,
13711.0,Summer,Cycling Mountain Bike,"Cross-Country, Men",37,,Netherlands,
13900.0,Summer,Cycling Track,"Sprint, Men",10,,Italy,
13900.0,Summer,Cycling Track,"Keirin, Men",25,,Italy,
14040.0,Summer,Cycling Track,"Points Race, Men",18,,Argentina,
14040.0,Summer,Cycling Track,"Madison, Men",1,Gold,Argentina,Walter Pérez
14112.0,Summer,Cycling Road,"Road Race, Individual, Men",53,,New Zealand,
14276.0,Summer,Cycling Road,"Road Race, Individual, Men",14,,Australia,
14276.0,Summer,Cycling Road,"Individual Time Trial, Men",5,,Australia,
14408.0,Summer,Cycling Mountain Bike,"Cross-Country, Men",13,,Poland,
14452.0,Summer,Cycling Road,"Road Race, Individual, Men",79,,South Africa,
14452.0,Summer,Cycling Road,"Individual Time Trial, Men",30,,South Africa,
14710.0,Summer,Cycling Track,"Points Race, Men",10,,New Zealand,
14710.0,Summer,Cycling Track,"Madison, Men",10,,New Zealand,Hayden Roulston
14752.0,Summer,Cycling Road,"Road Race, Individual, Men",39,,United States,
15038.0,Summer,Cycling Track,"Keirin, Men",4,,Australia,
15038.0,Summer,Cycling Track,"Team Sprint, Men",4,,Australia,Australia
15346.0,Summer,Cycling Track,"Points Race, Men",1,Gold,Spain,
15346.0,Summer,Cycling Track,"Madison, Men",2,Silver,Spain,Toni Tauler
15488.0,Summer,Cycling Track,"Individual Pursuit, 4,000 metres, Men",4,,Russian Federation,
15488.0,Summer,Cycling Track,"Team Pursuit, 4,000 metres, Men",6,,Russian Federation,Russian Federation
15488.0,Summer,Cycling Track,"Madison, Men",3,Bronze,Russian Federation,Mikhail Ignatyev
15574.0,Summer,Cycling Track,"Individual Pursuit, 4,000 metres, Men",9,,Australia,
15574.0,Summer,Cycling Track,"Team Pursuit, 4,000 metres, Men",4,,Australia,Australia
15852.0,Summer,Cycling Track,"Points Race, Men",3,Bronze,Great Britain,
15926.0,Summer,Cycling Road,"Road Race, Individual, Men",,,Australia,
16033.0,Summer,Cycling Mountain Bike,"Cross-Country, Men",19,,Belgium,
16075.0,Summer,Cycling Track,"Madison, Men",1,Gold,Argentina,Juan Esteban Curuchet
16258.0,Summer,Cycling Road,"Road Race, Individual, Men",,,Italy,
16322.0,Summer,Cycling Track,"Madison, Men",11,,Switzerland,Franco Marvulli
16479.0,Summer,Cycling Track,"Points Race, Men",20,,Netherlands,
16479.0,Summer,Cycling Track,"Madison, Men",8,,Netherlands,Jens Mouris
16614.0,Summer,Cycling Track,"Team Pursuit, 4,000 metres, Men",5,,Netherlands,Netherlands
16952.0,Summer,Cycling Road,"Road Race, Individual, Men",61,,Slovakia,
17206.0,Summer,Cycling Track,"Points Race, Men",15,,"Hong Kong, China",
17222.0,Summer,Cycling Track,"Points Race, Men",16,,Uruguay,
17346.0,Summer,Hockey,"Hockey, Women",3,Bronze,Argentina,Argentina
17358.0,Summer,Hockey,"Hockey, Women",3,Bronze,Argentina,Argentina
18452.0,Summer,Hockey,"Hockey, Men",2,Silver,Spain,Spain
18930.0,Summer,Hockey,"Hockey, Women",4,,Germany,Germany
19529.0,Summer,Hockey,"Hockey, Men",6,,Republic of Korea,Republic of Korea
19736.0,Summer,Hockey,"Hockey, Men",4,,Netherlands,Netherlands
19742.0,Summer,Hockey,"Hockey, Men",4,,Netherlands,Netherlands
19840.0,Summer,Hockey,"Hockey, Men",4,,Netherlands,Netherlands
20563.0,Summer,Fencing,"Foil, Individual, Women",32,,Canada,
20624.0,Summer,Fencing,"Épée, Individual, Women",7,,France,
20748.0,Summer,Fencing,"Épée, Individual, Women",3,Bronze,Hungary,
20749.0,Summer,Fencing,"Foil, Individual, Women",10,,Hungary,
20749.0,Summer,Fencing,"Foil, Team, Women",4,,Hungary,Hungary
20800.0,Summer,Fencing,"Foil, Individual, Women",4,,Italy,
20800.0,Summer,Fencing,"Foil, Team, Women",3,Bronze,Italy,Italy
20803.0,Summer,Fencing,"Foil, Individual, Women",1,Gold,Italy,
20803.0,Summer,Fencing,"Foil, Team, Women",3,Bronze,Italy,Italy
20921.0,Summer,Fencing,"Foil, Team, Women",1,Gold,Russian Federation,Russian Federation
21059.0,Summer,Fencing,"Foil, Individual, Men",26,,Argentina,
21444.0,Summer,Fencing,"Épée, Individual, Men",31,,Chile,
22468.0,Summer,Fencing,"Épée, Individual, Men",12,,Hungary,
22468.0,Summer,Fencing,"Épée, Team, Men",5,,Hungary,Hungary
22482.0,Summer,Fencing,"Épée, Team, Men",5,,Hungary,Hungary
22486.0,Summer,Fencing,"Épée, Individual, Men",18,,Hungary,
22486.0,Summer,Fencing,"Épée, Team, Men",5,,Hungary,Hungary
22749.0,Summer,Fencing,"Sabre, Individual, Men",5,,Italy,
22749.0,Summer,Fencing,"Sabre, Team, Men",3,Bronze,Italy,Italy
23209.0,Summer,Fencing,"Sabre, Individual, Men",3,Bronze,Romania,
23269.0,Summer,Fencing,"Épée, Individual, Men",39,,South Africa,
23269.0,Summer,Fencing,"Épée, Team, Men",9,,South Africa,South Africa
23295.0,Summer,Fencing,"Sabre, Individual, Men",17,,Russian Federation,
23295.0,Summer,Fencing,"Sabre, Team, Men",4,,Russian Federation,Russian Federation
23613.0,Summer,Fencing,"Épée, Individual, Men",15,,Canada,
23826.0,Summer,Fencing,"Sabre, Individual, Men",33,,Venezuela,
24132.0,Summer,Football,"Football, Women",2,Silver,Brazil,Brazil
24133.0,Summer,Football,"Football, Women",2,Silver,Brazil,Brazil
24139.0,Summer,Football,"Football, Women",2,Silver,Brazil,Brazil
24267.0,Summer,Diving,"Platform, Men",6,,Australia,
24267.0,Summer,Diving,"Synchronized Platform, Men",4,,Australia,Robert Newbery
25369.0,Summer,Football,"Football, Women",3,Bronze,Germany,Germany
25375.0,Summer,Football,"Football, Women",3,Bronze,Germany,Germany
25376.0,Summer,Football,"Football, Women",3,Bronze,Germany,Germany
26160.0,Summer,Football,"Football, Women",4,,Japan,Japan
28301.0,Summer,Rhythmic Gymnastics,"Individual, Women",8,,Spain,
28647.0,Summer,Athletics,"Pole Vault, Women",,,Hungary,
29304.0,Summer,Artistic Gymnastics,"Individual All-Around, Women",9,,Germany,
29304.0,Summer,Artistic Gymnastics,"Team All-Around, Women",,,Germany,Germany
29304.0,Summer,Artistic Gymnastics,"Floor Exercise, Women",,,Germany,
29304.0,Summer,Artistic Gymnastics,"Horse Vault, Women",2,Silver,Germany,
29304.0,Summer,Artistic Gymnastics,"Uneven Bars, Women",,,Germany,
29304.0,Summer,Artistic Gymnastics,"Balance Beam, Women",,,Germany,
29492.0,Summer,Artistic Gymnastics,"Individual All-Around, Men",,,Bulgaria,
29492.0,Summer,Artistic Gymnastics,"Rings, Men",8,,Bulgaria,
30227.0,Summer,Artistic Gymnastics,"Individual All-Around, Men",,,Georgia,
30227.0,Summer,Artistic Gymnastics,"Floor Exercise, Men",,,Georgia,
30227.0,Summer,Artistic Gymnastics,"Parallel Bars, Men",,,Georgia,
30975.0,Summer,Artistic Gymnastics,"Individual All-Around, Men",,,Russian Federation,
30975.0,Summer,Artistic Gymnastics,"Team All-Around, Men",6,,Russian Federation,Russian Federation
30975.0,Summer,Artistic Gymnastics,"Parallel Bars, Men",8,,Russian Federation,
30975.0,Summer,Artistic Gymnastics,"Horizontal Bar, Men",,,Russian Federation,
30975.0,Summer,Artistic Gymnastics,"Pommelled Horse, Men",,,Russian Federation,
31580.0,Summer,Handball,"Handball, Men",10,,Egypt,Egypt
31618.0,Summer,Handball,"Handball, Men",3,Bronze,Spain,Spain
31642.0,Summer,Handball,"Handball, Men",3,Bronze,Spain,Spain
31648.0,Summer,Handball,"Handball, Men",3,Bronze,Spain,Spain
31769.0,Summer,Handball,"Handball, Women",11,,Germany,Germany
31795.0,Summer,Handball,"Handball, Women",12,,Angola,Angola
31800.0,Summer,Handball,"Handball, Women",12,,Angola,Angola
31856.0,Summer,Handball,"Handball, Men",11,,Brazil,Brazil
31968.0,Summer,Handball,"Handball, Men",4,,Croatia,Croatia
32120.0,Summer,Handball,"Handball, Men",9,,Germany,Germany
32350.0,Summer,Handball,"Handball, Women",3,Bronze,Republic of Korea,Republic of Korea
32351.0,Summer,Handball,"Handball, Women",3,Bronze,Republic of Korea,Republic of Korea
32379.0,Summer,Handball,"Handball, Women",3,Bronze,Republic of Korea,Republic of Korea
32380.0,Summer,Handball,"Handball, Women",3,Bronze,Republic of Korea,Republic of Korea
32392.0,Summer,Handball,"Handball, Men",8,,Republic of Korea,Republic of Korea
32421.0,Summer,Handball,"Handball, Men",8,,Republic of Korea,Republic of Korea
32482.0,Summer,Handball,"Handball, Women",1,Gold,Norway,Norway
33149.0,Summer,Judo,"Half-Heavyweight, Women",5,,Brazil,
33161.0,Summer,Judo,"Lightweight, Women",13,,Mongolia,
33165.0,Summer,Judo,"Lightweight, Women",9,,Spain,
33180.0,Summer,Judo,"Half-Middleweight, Women",5,,Cuba,
33228.0,Summer,Judo,"Lightweight, Women",15,,Democratic People's Republic of Korea,
33281.0,Summer,Judo,"Lightweight, Women",5,,Australia,
33297.0,Summer,Judo,"Half-Heavyweight, Women",9,,Great Britain,
33305.0,Summer,Judo,"Middleweight, Women",9,,Italy,
33327.0,Summer,Judo,"Extra-Lightweight, Women",3,Bronze,Japan,
33843.0,Summer,Judo,"Middleweight, Men",15,,Netherlands,
34016.0,Summer,Judo,"Heavyweight, Men",21,,Argentina,
34095.0,Summer,Judo,"Half-Heavyweight, Men",17,,Canada,
34186.0,Summer,Judo,"Middleweight, Men",20,,United States,
34218.0,Summer,Judo,"Heavyweight, Men",21,,Australia,
34513.0,Summer,Judo,"Half-Heavyweight, Men",21,,United States,
34568.0,Summer,Judo,"Lightweight, Men",21,,Latvia,
34941.0,Summer,Modern Pentathlon,"Individual, Men",3,Bronze,Lithuania,
35399.0,Summer,Rowing,"Lightweight Coxless Fours, Men",9,,Australia,Australia
35415.0,Summer,Rowing,"Coxless Pairs, Men",1,Gold,Australia,Drew Ginn
35421.0,Summer,Rowing,"Coxless Pairs, Men",1,Gold,Australia,Duncan Free
35534.0,Summer,Rowing,"Eights, Men",6,,Australia,Australia
35779.0,Summer,Rowing,"Single Sculls, Women",3,Bronze,Belarus,
35900.0,Summer,Rowing,"Single Sculls, Women",1,Gold,Bulgaria,
36061.0,Summer,Rowing,"Eights, Women",4,,Canada,Canada
36351.0,Summer,Rowing,"Single Sculls, Women",4,,People's Republic of China,
36381.0,Summer,Rowing,"Coxless Pairs, Men",12,,Croatia,Nikša Skelin
36446.0,Summer,Rowing,"Coxless Pairs, Men",8,,Czech Republic,Jakub Makovička
36485.0,Summer,Rowing,"Lightweight Coxless Fours, Men",1,Gold,Denmark,Denmark
36646.0,Summer,Rowing,"Single Sculls, Men",18,,Egypt,
