athlete_id,season,sport,event,position,medal,country,team
11977.0,Summer,Equestrian Eventing,"Team, Open",5,,Great Britain,Chilli Morning / Great Britain
11981.0,Summer,Equestrian Jumping,"Individual, Open",2,Silver,Sweden,All In
11981.0,Summer,Equestrian Jumping,"Team, Open",7,,Sweden,All In / Sweden
12119.0,Summer,Equestrian Dressage,"Individual, Open",7,,Great Britain,Nip Tuck
12119.0,Summer,Equestrian Dressage,"Team, Open",2,Silver,Great Britain,Nip Tuck / Great Britain
12214.0,Summer,Equestrian Jumping,"Individual, Open",57,,Australia,Fedor
12214.0,Summer,Equestrian Jumping,"Team, Open",13,,Australia,Fedor / Australia
12236.0,Summer,Equestrian Jumping,"Individual, Open",43,,Ukraine,Prince de la Mare
12236.0,Summer,Equestrian Jumping,"Team, Open",13,,Ukraine,Prince de la Mare / Ukraine
12436.0,Summer,Equestrian Jumping,"Individual, Open",9,,Brazil,Cornetto K
12436.0,Summer,Equestrian Jumping,"Team, Open",5,,Brazil,Cornetto K / Brazil
12560.0,Summer,Equestrian Dressage,"Individual, Open",12,,United States,Legolas 92
12560.0,Summer,Equestrian Dressage,"Team, Open",3,Bronze,United States,Legolas 92 / United States
12663.0,Summer,Equestrian Jumping,"Individual, Open",23,,France,Rahotep de Toscane
12663.0,Summer,Equestrian Jumping,"Team, Open",1,Gold,France,Rahotep de Toscane / France
12753.0,Summer,Equestrian Jumping,"Individual, Open",1,Gold,Great Britain,Big Star
12753.0,Summer,Equestrian Jumping,"Team, Open",12,,Great Britain,Big Star / Great Britain
12804.0,Summer,Equestrian Jumping,"Individual, Open",64,,Japan,Imothep
12804.0,Summer,Equestrian Jumping,"Team, Open",13,,Japan,Imothep / Japan
12855.0,Summer,Equestrian Eventing,"Individual, Open",7,,New Zealand,Leonidas II
12855.0,Summer,Equestrian Eventing,"Team, Open",4,,New Zealand,Leonidas II / New Zealand
12996.0,Summer,Equestrian Jumping,"Individual, Open",56,,Great Britain,Ornellaia
12996.0,Summer,Equestrian Jumping,"Team, Open",12,,Great Britain,Ornellaia / Great Britain
12997.0,Summer,Equestrian Jumping,"Individual, Open",45,,Great Britain,Cassionato
12997.0,Summer,Equestrian Jumping,"Team, Open",12,,Great Britain,Cassionato / Great Britain
13094.0,Summer,Cycling Mountain Bike,"Cross-Country, Women",10,,Norway,
20749.0,Summer,Fencing,"Foil, Individual, Women",14,,Hungary,
22468.0,Summer,Fencing,"Épée, Individual, Men",2,Silver,Hungary,
22468.0,Summer,Fencing,"Épée, Team, Men",3,Bronze,Hungary,Hungary
24133.0,Summer,Football,"Football, Women",4,,Brazil,Brazil
29304.0,Summer,Artistic Gymnastics,"Horse Vault, Women",7,,Uzbekistan,
29304.0,Summer,Artistic Gymnastics,"Balance Beam, Women",,,Uzbekistan,
32380.0,Summer,Handball,"Handball, Women",10,,Republic of Korea,Republic of Korea
35779.0,Summer,Rowing,"Single Sculls, Women",8,,Belarus,
36061.0,Summer,Rowing,"Eights, Women",5,,Canada,Canada
39146.0,Summer,Rowing,"Double Sculls, Men",3,Bronze,Norway,Kjetil Borch
41055.0,Summer,Shooting,"Air Pistol, 10 metres, Women",40,,United States,
41055.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",33,,United States,
41067.0,Summer,Shooting,"Air Rifle, 10 metres, Women",41,,Argentina,
41067.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women",31,,Argentina,
41259.0,Summer,Shooting,"Skeet, Men",18,,Barbados,
41342.0,Summer,Shooting,"Air Pistol, 10 metres, Women",24,,Australia,
41342.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",14,,Australia,
41443.0,Summer,Shooting,"Rapid-Fire Pistol, 25 metres, Men",12,,United States,
41459.0,Summer,Shooting,"Trap, Women",7,,Canada,
41645.0,Summer,Shooting,"Trap, Men",27,,Colombia,
41709.0,Summer,Shooting,"Skeet, Men",26,,Cuba,
41735.0,Summer,Shooting,"Trap, Men",4,,Czech Republic,
41763.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",23,,Denmark,
42492.0,Summer,Shooting,"Air Pistol, 10 metres, Women",34,,Georgia,
42492.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",6,,Georgia,
42999.0,Summer,Shooting,"Trap, Men",2,Silver,Italy,
43217.0,Summer,Shooting,"Double Trap, Men",1,Gold,Individual Olympic Athletes,
43218.0,Summer,Shooting,"Skeet, Men",3,Bronze,Individual Olympic Athletes,
43353.0,Summer,Shooting,"Air Pistol, 10 metres, Women",20,,Mongolia,
43353.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",12,,Mongolia,
43615.0,Summer,Shooting,"Trap, Men",28,,Peru,
43854.0,Summer,Shooting,"Skeet, Men",31,,Qatar,
43963.0,Summer,Shooting,"Air Pistol, 10 metres, Men",31,,Russian Federation,
44586.0,Summer,Shooting,"Skeet, Women",3,Bronze,United States,
44869.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",25,,Serbia,
44869.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",21,,Serbia,
48874.0,Summer,Diving,"Springboard, Men",,,Japan,
50214.0,Summer,Swimming,"50 metres Freestyle, Women",15,,Sweden,
52988.0,Summer,Volleyball,"Volleyball, Men",4,,Russian Federation,Russian Federation
61050.0,Summer,Sailing,"Windsurfer, Women",19,,Greece,
62076.0,Summer,Sailing,"Windsurfer, Men",25,,Hungary,
62532.0,Summer,Sailing,"One Person Heavyweight Dinghy, Men",23,,Seychelles,
62704.0,Summer,Sailing,"Multihull, Mixed",1,Gold,Argentina,Cecilia Carranza
63161.0,Summer,Sailing,"Windsurfer, Men",16,,Russian Federation,
63478.0,Summer,Sailing,"Windsurfer, Men",11,,Portugal,
63567.0,Summer,Sailing,"One Person Dinghy, Men",4,,Brazil,
66344.0,Summer,Athletics,"Marathon, Women",105,,Chile,
67211.0,Summer,Athletics,"50 kilometres Walk, Men",20,,Spain,
73065.0,Summer,Athletics,"Marathon, Women",12,,Latvia,
75584.0,Summer,Athletics,"100 metres, Men",,,Saint Kitts and Nevis,
75584.0,Summer,Athletics,"4 × 100 metres Relay, Men",,,Saint Kitts and Nevis,Saint Kitts and Nevis
80494.0,Summer,Archery,"Individual, Women",33,,Georgia,
80494.0,Summer,Archery,"Team, Women",9,,Georgia,Georgia
80496.0,Summer,Archery,"Individual, Women",33,,Greece,
82823.0,Summer,Basketball,"Basketball, Women",11,,Brazil,Brazil
82824.0,Summer,Basketball,"Basketball, Women",11,,Brazil,Brazil
83178.0,Summer,Archery,"Individual, Men",17,,Norway,
83301.0,Summer,Athletics,"4 × 400 metres Relay, Women",,,The Bahamas,The Bahamas
83302.0,Summer,Athletics,"400 metres, Men",,,The Bahamas,
83302.0,Summer,Athletics,"4 × 400 metres Relay, Men",3,Bronze,The Bahamas,The Bahamas
83317.0,Summer,Athletics,"Marathon, Women",47,,Belgium,
83343.0,Summer,Athletics,"Hammer Throw, Men",2,Silver,Belarus,
83383.0,Summer,Athletics,"10,000 metres, Women",13,,Burundi,
83464.0,Summer,Athletics,"High Jump, Women",3,Bronze,Croatia,
83470.0,Summer,Athletics,"Discus Throw, Men",,,Spain,
86790.0,Summer,Athletics,"Marathon, Women",80,,Eritrea,
86818.0,Summer,Athletics,"Long Jump, Women",,,Spain,
86895.0,Summer,Athletics,"Discus Throw, Women",2,Silver,France,
86935.0,Summer,Athletics,"10,000 metres, Women",15,,Great Britain,
87010.0,Summer,Athletics,"Discus Throw, Men",7,,Hungary,
87052.0,Summer,Athletics,"50 kilometres Walk, Men",6,,Ireland,
87093.0,Summer,Athletics,"Triple Jump, Men",,,Italy,
87116.0,Summer,Athletics,"200 metres, Women",,,Jamaica,
87116.0,Summer,Athletics,"4 × 100 metres Relay, Women",2,Silver,Jamaica,Jamaica
88160.0,Summer,Athletics,"5,000 metres, Women",1,Gold,Kenya,
88160.0,Summer,Athletics,"10,000 metres, Women",2,Silver,Kenya,
88169.0,Summer,Athletics,"5,000 metres, Men",5,,United States,
88289.0,Summer,Athletics,"Shot Put, Men",,,Republic of Moldova,
88889.0,Summer,Rowing,"Double Sculls, Women",8,,Belarus,Tatsiana Kukhta
89143.0,Summer,Athletics,"Marathon, Men",33,,United States,
89204.0,Summer,Athletics,"Marathon, Women",,,Serbia,
89275.0,Summer,Badminton,"Doubles, Mixed",5,,Poland,Nadia Kostiuczyk-Zieba
89285.0,Summer,Badminton,"Singles, Men",14,,Thailand,
89791.0,Summer,Basketball,"Basketball, Men",3,Bronze,Spain,Spain
90166.0,Summer,Canoe Sprint,"Kayak Singles, 200 metres, Women",6,,Spain,
90189.0,Summer,Canoe Sprint,"Kayak Singles, 200 metres, Men",3,Bronze,Germany,
90189.0,Summer,Canoe Sprint,"Kayak Doubles, 200 metres, Men",5,,Germany,Tom Liebscher
90260.0,Summer,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",8,,Slovakia,Erik Vlček
90260.0,Summer,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",2,Silver,Slovakia,Slovakia
90261.0,Summer,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",8,,Slovakia,Juraj Tarr
90261.0,Summer,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",2,Silver,Slovakia,Slovakia
90273.0,Summer,Canoe Sprint,"Kayak Singles, 200 metres, Women",3,Bronze,Azerbaijan,
90273.0,Summer,Canoe Sprint,"Kayak Singles, 500 metres, Women",8,,Azerbaijan,
90283.0,Summer,Canoe Sprint,"Kayak Singles, 200 metres, Women",9,,Hungary,
90318.0,Summer,Cycling Road,"Road Race, Individual, Men",,,Brazil,
90366.0,Summer,Cycling Mountain Bike,"Cross-Country, Men",15,,Spain,
90392.0,Summer,Cycling Track,"Team Pursuit, 4,000 metres, Men",1,Gold,Great Britain,Great Britain
90409.0,Summer,Cycling Mountain Bike,"Cross-Country, Women",19,,Germany,
90549.0,Summer,Diving,"Springboard, Women",27,,Brazil,
90549.0,Summer,Diving,"Synchronized Springboard, Women",8,,Brazil,Tammy Takagi
90558.0,Summer,Diving,"Springboard, Women",23,,Colombia,
90596.0,Summer,Diving,"Springboard, Women",3,Bronze,Italy,
90596.0,Summer,Diving,"Synchronized Springboard, Women",2,Silver,Italy,Francesca Dallapè
90597.0,Summer,Diving,"Springboard, Women",19,,Italy,
90651.0,Summer,Equestrian Dressage,"Individual, Open",42,,Australia,Du Soleil
90651.0,Summer,Equestrian Dressage,"Team, Open",9,,Australia,Du Soleil / Australia
90654.0,Summer,Equestrian Eventing,"Individual, Open",22,,Australia,Pluto Mio
90654.0,Summer,Equestrian Eventing,"Team, Open",3,Bronze,Australia,Pluto Mio / Australia
90664.0,Summer,Equestrian Eventing,"Individual, Open",18,,Brazil,Summon Up The Blood
90664.0,Summer,Equestrian Eventing,"Team, Open",7,,Brazil,Summon Up The Blood / Brazil
90691.0,Summer,Equestrian Eventing,"Individual, Open",26,,Great Britain,Billy the Biz
90691.0,Summer,Equestrian Eventing,"Team, Open",5,,Great Britain,Billy the Biz / Great Britain
90698.0,Summer,Equestrian Eventing,"Individual, Open",14,,Germany,Hale-Bob Old
90698.0,Summer,Equestrian Eventing,"Team, Open",2,Silver,Germany,Hale-Bob Old / Germany
90722.0,Summer,Equestrian Jumping,"Individual, Open",7,,Netherlands,Zenith
90722.0,Summer,Equestrian Jumping,"Team, Open",7,,Netherlands,Zenith / Netherlands
90794.0,Summer,Fencing,"Épée, Individual, Men",8,,Estonia,
90817.0,Summer,Fencing,"Foil, Individual, Women",19,,Hungary,
90854.0,Summer,Fencing,"Épée, Individual, Women",18,,Russian Federation,
90854.0,Summer,Fencing,"Épée, Team, Women",3,Bronze,Russian Federation,Russian Federation
90863.0,Summer,Fencing,"Foil, Individual, Women",24,,Ukraine,
91243.0,Summer,Artistic Gymnastics,"Team All-Around, Women",8,,Brazil,Brazil
91243.0,Summer,Artistic Gymnastics,"Floor Exercise, Women",,,Brazil,
91243.0,Summer,Artistic Gymnastics,"Balance Beam, Women",,,Brazil,
91345.0,Summer,Artistic Gymnastics,"Balance Beam, Women",,,Greece,
91375.0,Summer,Handball,"Handball, Women",9,,Romania,Romania
91480.0,Summer,Handball,"Handball, Men",12,,Tunisia,Tunisia
91544.0,Summer,Artistic Gymnastics,"Floor Exercise, Men",,,Romania,
91544.0,Summer,Artistic Gymnastics,"Horse Vault, Men",4,,Romania,
91544.0,Summer,Artistic Gymnastics,"Horizontal Bar, Men",,,Romania,
91598.0,Summer,Trampolining,"Individual, Women",,,Uzbekistan,
91806.0,Summer,Hockey,"Hockey, Women",1,Gold,Great Britain,Great Britain
91808.0,Summer,Hockey,"Hockey, Women",1,Gold,Great Britain,Great Britain
92234.0,Summer,Judo,"Middleweight, Men",9,,Brazil,
92452.0,Summer,Judo,"Heavyweight, Men",5,,Uzbekistan,
92558.0,Summer,Rowing,"Double Sculls, Women",2,Silver,Great Britain,Victoria Thornley
92560.0,Summer,Rowing,"Eights, Women",2,Silver,Great Britain,Great Britain
92579.0,Summer,Rowing,"Double Sculls, Men",8,,Germany,Stephan Krüger
92704.0,Summer,Rowing,"Single Sculls, Women",27,,Thailand,
92754.0,Summer,Sailing,"Two Person Dinghy, Men",16,,Argentina,Lucas Calabrese
92775.0,Summer,Sailing,"One Person Dinghy, Women",19,,Belarus,
92779.0,Summer,Sailing,"Windsurfer, Men",7,,Brazil,
92780.0,Summer,Sailing,"Two Person Dinghy, Women",8,,Brazil,Ana Barbachan
92834.0,Summer,Sailing,"Windsurfer, Men",2,Silver,Great Britain,
92859.0,Summer,Sailing,"Multihull, Mixed",18,,Greece,Mike Pateniotis
92895.0,Summer,Sailing,"Windsurfer, Men",20,,Mexico,
92933.0,Summer,Sailing,"One Person Dinghy, Men",22,,Portugal,
92948.0,Summer,Sailing,"One Person Heavyweight Dinghy, Men",2,Silver,Slovenia,
92986.0,Summer,Shooting,"Trap, Men",33,,Angola,
92988.0,Summer,Shooting,"Rapid-Fire Pistol, 25 metres, Men",26,,Australia,
92998.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",35,,Australia,
93010.0,Summer,Shooting,"Air Pistol, 10 metres, Women",16,,Belarus,
93010.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",24,,Belarus,
93036.0,Summer,Shooting,"Rapid-Fire Pistol, 25 metres, Men",5,,Cuba,
93074.0,Summer,Shooting,"Air Rifle, 10 metres, Men",5,,Hungary,
93074.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",34,,Hungary,
93074.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",10,,Hungary,
93075.0,Summer,Shooting,"Air Rifle, 10 metres, Men",4,,India,
93085.0,Summer,Shooting,"Air Rifle, 10 metres, Men",30,,Italy,
93085.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",27,,Italy,
93085.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",6,,Italy,
93088.0,Summer,Shooting,"Double Trap, Men",2,Silver,Italy,
93095.0,Summer,Shooting,"Trap, Women",20,,Japan,
93107.0,Summer,Shooting,"Trap, Men",8,,Individual Olympic Athletes,
93109.0,Summer,Shooting,"Skeet, Men",20,,Individual Olympic Athletes,
93131.0,Summer,Shooting,"Air Pistol, 10 metres, Men",11,,Portugal,
93131.0,Summer,Shooting,"Free Pistol, 50 metres, Men",11,,Portugal,
93139.0,Summer,Shooting,"Trap, Men",7,,Russian Federation,
93144.0,Summer,Shooting,"Air Pistol, 10 metres, Men",7,,Russian Federation,
93144.0,Summer,Shooting,"Free Pistol, 50 metres, Men",6,,Russian Federation,
93165.0,Summer,Shooting,"Trap, Women",17,,Chinese Taipei,
93169.0,Summer,Shooting,"Skeet, Men",17,,United Arab Emirates,
93171.0,Summer,Shooting,"Air Rifle, 10 metres, Women",9,,Ukraine,
93171.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women",21,,Ukraine,
93172.0,Summer,Shooting,"Skeet, Men",4,,Ukraine,
93181.0,Summer,Shooting,"Double Trap, Men",14,,United States,
93431.0,Summer,Swimming,"4 × 100 metres Medley Relay, Women",11,,Finland,Finland
93435.0,Summer,Swimming,"50 metres Freestyle, Men",26,,France,
93497.0,Summer,Marathon Swimming,"10 kilometres Open Water, Men",2,Silver,Greece,
93520.0,Summer,Swimming,"800 metres Freestyle, Women",14,,Hungary,
93520.0,Summer,Marathon Swimming,"10 kilometres Open Water, Women",13,,Hungary,
93610.0,Summer,Swimming,"200 metres Individual Medley, Women",32,,Republic of Korea,
93814.0,Summer,Swimming,"50 metres Freestyle, Men",27,,Trinidad and Tobago,
93816.0,Summer,Swimming,"1,500 metres Freestyle, Men",21,,Tunisia,
93816.0,Summer,Marathon Swimming,"10 kilometres Open Water, Men",12,,Tunisia,
93852.0,Summer,Swimming,"50 metres Freestyle, Men",1,Gold,United States,
93852.0,Summer,Swimming,"4 × 100 metres Freestyle Relay, Men",1,Gold,United States,United States
93860.0,Summer,Swimming,"4 × 100 metres Freestyle Relay, Men",1,Gold,United States,United States
93860.0,Summer,Swimming,"4 × 200 metres Freestyle Relay, Men",1,Gold,United States,United States
93860.0,Summer,Swimming,"100 metres Butterfly, Men",2,Silver,United States,
93860.0,Summer,Swimming,"200 metres Butterfly, Men",1,Gold,United States,
93860.0,Summer,Swimming,"200 metres Individual Medley, Men",1,Gold,United States,
93860.0,Summer,Swimming,"4 × 100 metres Medley Relay, Men",1,Gold,United States,United States
93889.0,Summer,Artistic Swimming,"Duet, Women",18,,Czech Republic,Alžběta Dufková
93893.0,Summer,Artistic Swimming,"Duet, Women",4,,Spain,Ona Carbonell
93938.0,Summer,Table Tennis,"Singles, Women",17,,Australia,
93938.0,Summer,Table Tennis,"Team, Women",9,,Australia,Australia
93943.0,Summer,Table Tennis,"Singles, Women",9,,Austria,
93943.0,Summer,Table Tennis,"Team, Women",5,,Austria,Austria
93946.0,Summer,Table Tennis,"Singles, Women",17,,Belarus,
93972.0,Summer,Table Tennis,"Singles, Men",9,,Germany,
93972.0,Summer,Table Tennis,"Team, Men",3,Bronze,Germany,Germany
93997.0,Summer,Table Tennis,"Singles, Women",17,,Luxembourg,
94006.0,Summer,Table Tennis,"Singles, Men",9,,Romania,
94011.0,Summer,Table Tennis,"Singles, Women",17,,Thailand,
94046.0,Summer,Swimming,"100 metres Backstroke, Women",11,,Zimbabwe,
94046.0,Summer,Swimming,"200 metres Backstroke, Women",6,,Zimbabwe,
94165.0,Summer,Taekwondo,"Welterweight, Men",5,,United States,
94190.0,Summer,Tennis,"Doubles, Men",17,,Belarus,Aliaksandr Bury
94424.0,Summer,Tennis,"Singles, Women",9,,United States,
94424.0,Summer,Tennis,"Doubles, Women",17,,United States,Venus Williams
94425.0,Summer,Tennis,"Singles, Women",33,,United States,
94425.0,Summer,Tennis,"Doubles, Mixed",2,Silver,United States,Rajeev Ram
94425.0,Summer,Tennis,"Doubles, Women",17,,United States,Serena Williams
94431.0,Summer,Tennis,"Doubles, Men",9,,Serbia,Novak Đoković
94489.0,Summer,Volleyball,"Volleyball, Men",9,,Egypt,Egypt
94547.0,Summer,Volleyball,"Volleyball, Women",9,,Italy,Italy
94592.0,Summer,Beach Volleyball,"Beach Volleyball, Women",3,Bronze,United States,April Ross
94629.0,Summer,Water Polo,"Water Polo, Men",3,Bronze,Italy,Italy
94808.0,Summer,Beach Volleyball,"Beach Volleyball, Men",5,,Netherlands,Christiaan Varenhorst
94826.0,Summer,Beach Volleyball,"Beach Volleyball, Women",5,,Australia,Taliqua Clancy
94860.0,Summer,Water Polo,"Water Polo, Men",10,,United States,United States
100034.0,Summer,Cycling Mountain Bike,"Cross-Country, Women",5,,Czech Republic,
101734.0,Summer,Athletics,"Marathon, Women",109,,Lebanon,
102669.0,Summer,Football,"Football, Women",4,,Brazil,Brazil
102672.0,Summer,Football,"Football, Women",4,,Brazil,Brazil
102682.0,Summer,Football,"Football, Women",7,,Australia,Australia
102810.0,Summer,Archery,"Individual, Women",7,,Great Britain,
102819.0,Summer,Archery,"Individual, Women",33,,Georgia,
102819.0,Summer,Archery,"Team, Women",9,,Georgia,Georgia
102856.0,Summer,Archery,"Individual, Men",33,,Belarus,
102865.0,Summer,Archery,"Individual, Men",33,,Fiji,
102878.0,Summer,Archery,"Individual, Men",33,,Italy,
102878.0,Summer,Archery,"Team, Men",8,,Italy,Italy
102879.0,Summer,Archery,"Individual, Men",8,,Japan,
102899.0,Summer,Archery,"Individual, Men",17,,Ukraine,
103034.0,Summer,Football,"Football, Women",,,United States,United States
103072.0,Summer,Basketball,"Basketball, Women",10,,People's Republic of China,People's Republic of China
103074.0,Summer,Basketball,"Basketball, Women",2,Silver,Spain,Spain
103081.0,Summer,Basketball,"Basketball, Women",2,Silver,Spain,Spain
103092.0,Summer,Basketball,"Basketball, Women",1,Gold,United States,United States
103095.0,Summer,Basketball,"Basketball, Women",1,Gold,United States,United States
103097.0,Summer,Basketball,"Basketball, Women",1,Gold,United States,United States
103106.0,Summer,Basketball,"Basketball, Women",5,,Australia,Australia
103129.0,Summer,Basketball,"Basketball, Women",11,,Brazil,Brazil
103160.0,Summer,Swimming,"200 metres Individual Medley, Men",7,,Brazil,
103162.0,Summer,Swimming,"100 metres Butterfly, Men",2,Silver,Hungary,
103162.0,Summer,Swimming,"200 metres Butterfly, Men",7,,Hungary,
103163.0,Summer,Swimming,"400 metres Individual Medley, Men",16,,Italy,
103187.0,Summer,Swimming,"100 metres Freestyle, Men",32,,Republic of Korea,
103187.0,Summer,Swimming,"200 metres Freestyle, Men",29,,Republic of Korea,
103187.0,Summer,Swimming,"400 metres Freestyle, Men",10,,Republic of Korea,
103187.0,Summer,Swimming,"1,500 metres Freestyle, Men",,,Republic of Korea,
103189.0,Summer,Swimming,"4 × 200 metres Freestyle Relay, Men",3,Bronze,Japan,Japan
103235.0,Summer,Swimming,"400 metres Freestyle, Women",18,,Slovenia,
103235.0,Summer,Swimming,"800 metres Freestyle, Women",,,Slovenia,
103235.0,Summer,Swimming,"4 × 200 metres Freestyle Relay, Women",15,,Slovenia,Slovenia
103235.0,Summer,Swimming,"200 metres Butterfly, Women",15,,Slovenia,
103239.0,Summer,Swimming,"200 metres Butterfly, Women",24,,Brazil,
103239.0,Summer,Swimming,"200 metres Individual Medley, Women",18,,Brazil,
103239.0,Summer,Swimming,"400 metres Individual Medley, Women",15,,Brazil,
103242.0,Summer,Swimming,"4 × 200 metres Freestyle Relay, Women",6,,Hungary,Hungary
103242.0,Summer,Swimming,"200 metres Individual Medley, Women",10,,Hungary,
103242.0,Summer,Swimming,"400 metres Individual Medley, Women",13,,Hungary,
103250.0,Summer,Swimming,"4 × 100 metres Medley Relay, Women",14,,"Hong Kong, China","Hong Kong, China"
103271.0,Summer,Swimming,"100 metres Freestyle, Women",,,Italy,
103271.0,Summer,Swimming,"200 metres Freestyle, Women",4,,Italy,
103271.0,Summer,Swimming,"4 × 100 metres Freestyle Relay, Women",6,,Italy,Italy
103271.0,Summer,Swimming,"4 × 200 metres Freestyle Relay, Women",13,,Italy,Italy
103271.0,Summer,Swimming,"4 × 100 metres Medley Relay, Women",8,,Italy,Italy
103280.0,Summer,Swimming,"4 × 100 metres Freestyle Relay, Women",2,Silver,United States,United States
103283.0,Summer,Swimming,"50 metres Freestyle, Women",16,,Netherlands,
103283.0,Summer,Swimming,"4 × 100 metres Freestyle Relay, Women",4,,Netherlands,Netherlands
103336.0,Summer,Swimming,"100 metres Breaststroke, Women",8,,Jamaica,
103361.0,Summer,Swimming,"400 metres Freestyle, Women",24,,Chile,
103361.0,Summer,Swimming,"800 metres Freestyle, Women",17,,Chile,
103369.0,Summer,Marathon Swimming,"10 kilometres Open Water, Women",17,,Spain,
103380.0,Summer,Swimming,"100 metres Backstroke, Men",31,,Venezuela,
103380.0,Summer,Swimming,"100 metres Butterfly, Men",29,,Venezuela,
103406.0,Summer,Swimming,"100 metres Butterfly, Men",30,,Papua New Guinea,
103436.0,Summer,Swimming,"4 × 100 metres Freestyle Relay, Men",2,Silver,France,France
103445.0,Summer,Swimming,"100 metres Freestyle, Men",37,,Italy,
103461.0,Summer,Swimming,"4 × 100 metres Freestyle Relay, Men",12,,Poland,Poland
103461.0,Summer,Swimming,"4 × 200 metres Freestyle Relay, Men",,,Poland,Poland
103461.0,Summer,Swimming,"100 metres Butterfly, Men",33,,Poland,
103463.0,Summer,Swimming,"200 metres Butterfly, Men",14,,Brazil,
103469.0,Summer,Swimming,"4 × 200 metres Freestyle Relay, Women",6,,Hungary,Hungary
103469.0,Summer,Swimming,"100 metres Backstroke, Women",1,Gold,Hungary,
103469.0,Summer,Swimming,"200 metres Backstroke, Women",2,Silver,Hungary,
103469.0,Summer,Swimming,"200 metres Butterfly, Women",,,Hungary,
103469.0,Summer,Swimming,"200 metres Individual Medley, Women",1,Gold,Hungary,
103469.0,Summer,Swimming,"400 metres Individual Medley, Women",1,Gold,Hungary,
