athlete_id,season,sport,event,position,medal,country,team
11810.0,Summer,Equestrian Dressage,"Individual, Open",26.0,,Great Britain,Artemis
11858.0,Summer,Equestrian Jumping,"Individual, Open",26.0,,Belgium,Bufero van het Panishof
11858.0,Summer,Equestrian Jumping,"Team, Open",13.0,,Belgium,Bufero van het Panishof / Belgium
11906.0,Summer,Equestrian Eventing,"Individual, Open",23.0,,United States,Whisper
11906.0,Summer,Equestrian Eventing,"Team, Open",7.0,,United States,Whisper / United States
11971.0,Summer,Equestrian Eventing,"Individual, Open",nan,,Brazil,Barbara TW
11971.0,Summer,Equestrian Eventing,"Team, Open",9.0,,Brazil,Barbara TW / Brazil
11977.0,Summer,Equestrian Eventing,"Individual, Open",27.0,,Great Britain,Lionheart
11977.0,Summer,Equestrian Eventing,"Team, Open",2.0,Silver,Great Britain,Lionheart / Great Britain
12119.0,Summer,Equestrian Dressage,"Individual, Open",5.0,,Great Britain,Uthopia
12119.0,Summer,Equestrian Dressage,"Team, Open",1.0,Gold,Great Britain,Uthopia / Great Britain
12128.0,Summer,Equestrian Dressage,"Individual, Open",41.0,,Japan,Whisper
12141.0,Summer,Equestrian Eventing,"Individual, Open",13.0,,Australia,Rutherglen
12141.0,Summer,Equestrian Eventing,"Team, Open",6.0,,Australia,Rutherglen / Australia
12284.0,Summer,Equestrian Jumping,"Individual, Open",23.0,,Belgium,Valentina van 't Heike
12284.0,Summer,Equestrian Jumping,"Team, Open",13.0,,Belgium,Valentina van 't Heike / Belgium
12430.0,Summer,Equestrian Jumping,"Individual, Open",9.0,,Canada,Star Power
12430.0,Summer,Equestrian Jumping,"Team, Open",5.0,,Canada,Star Power / Canada
12436.0,Summer,Equestrian Jumping,"Individual, Open",12.0,,Brazil,Rahmannshof's Bogeno
12436.0,Summer,Equestrian Jumping,"Team, Open",8.0,,Brazil,Rahmannshof's Bogeno / Brazil
12490.0,Summer,Equestrian Eventing,"Individual, Open",4.0,,New Zealand,Nereo
12490.0,Summer,Equestrian Eventing,"Team, Open",3.0,Bronze,New Zealand,Nereo / New Zealand
12558.0,Summer,Equestrian Jumping,"Individual, Open",22.0,,Brazil,Rebozo
12558.0,Summer,Equestrian Jumping,"Team, Open",8.0,,Brazil,Rebozo / Brazil
12560.0,Summer,Equestrian Dressage,"Individual, Open",17.0,,United States,Ravel
12560.0,Summer,Equestrian Dressage,"Team, Open",6.0,,United States,Ravel / United States
12753.0,Summer,Equestrian Jumping,"Individual, Open",5.0,,Great Britain,Big Star
12753.0,Summer,Equestrian Jumping,"Team, Open",1.0,Gold,Great Britain,Big Star / Great Britain
12804.0,Summer,Equestrian Jumping,"Individual, Open",33.0,,Japan,Avenzio
12848.0,Summer,Equestrian Eventing,"Individual, Open",31.0,,Germany,Barny
12848.0,Summer,Equestrian Eventing,"Team, Open",1.0,Gold,Germany,Barny / Germany
12855.0,Summer,Equestrian Eventing,"Individual, Open",12.0,,New Zealand,Campino
12855.0,Summer,Equestrian Eventing,"Team, Open",3.0,Bronze,New Zealand,Campino / New Zealand
13057.0,Summer,Cycling Road,"Road Race, Individual, Women",37.0,,Germany,
13057.0,Summer,Cycling Road,"Individual Time Trial, Women",2.0,Silver,Germany,
13057.0,Summer,Cycling Track,"Team Pursuit, Women",8.0,,Germany,Germany
13094.0,Summer,Cycling Mountain Bike,"Cross-Country, Women",nan,,Norway,
13139.0,Summer,Cycling Road,"Road Race, Individual, Women",32.0,,Canada,
13139.0,Summer,Cycling Road,"Individual Time Trial, Women",5.0,,Canada,
13161.0,Summer,Cycling Track,"Sprint, Women",16.0,,Venezuela,
13161.0,Summer,Cycling Track,"Keirin, Women",8.0,,Venezuela,
13161.0,Summer,Cycling Track,"Team Sprint, Women",7.0,,Venezuela,Mariaesthela Vilera
13913.0,Summer,Cycling Track,"Omnium, Men",11.0,,Republic of Korea,
14276.0,Summer,Cycling Road,"Road Race, Individual, Men",79.0,,Australia,
14710.0,Summer,Cycling Road,"Road Race, Individual, Men",nan,,New Zealand,
15488.0,Summer,Cycling Track,"Team Pursuit, 4,000 metres, Men",4.0,,Russian Federation,Russian Federation
15557.0,Summer,Cycling Road,"Road Race, Individual, Men",54.0,,Ireland,
15557.0,Summer,Cycling Road,"Individual Time Trial, Men",27.0,,Ireland,
15926.0,Summer,Cycling Road,"Road Race, Individual, Men",6.0,,Australia,
16075.0,Summer,Cycling Track,"Omnium, Men",14.0,,Argentina,
17090.0,Summer,Cycling Road,"Road Race, Individual, Men",1.0,Gold,Kazakhstan,
17090.0,Summer,Cycling Road,"Individual Time Trial, Men",23.0,,Kazakhstan,
17206.0,Summer,Cycling Road,"Road Race, Individual, Men",37.0,,"Hong Kong, China",
18452.0,Summer,Hockey,"Hockey, Men",6.0,,Spain,Spain
18930.0,Summer,Hockey,"Hockey, Women",7.0,,Germany,Germany
19736.0,Summer,Hockey,"Hockey, Men",2.0,Silver,Netherlands,Netherlands
20624.0,Summer,Fencing,"Épée, Individual, Women",13.0,,France,
20749.0,Summer,Fencing,"Foil, Individual, Women",13.0,,Hungary,
20803.0,Summer,Fencing,"Foil, Individual, Women",3.0,Bronze,Italy,
20803.0,Summer,Fencing,"Foil, Team, Women",1.0,Gold,Italy,Italy
21444.0,Summer,Fencing,"Épée, Individual, Men",27.0,,Chile,
22468.0,Summer,Fencing,"Épée, Individual, Men",14.0,,Hungary,
22749.0,Summer,Fencing,"Sabre, Individual, Men",20.0,,Italy,
22749.0,Summer,Fencing,"Sabre, Team, Men",3.0,Bronze,Italy,Italy
24133.0,Summer,Football,"Football, Women",6.0,,Brazil,Brazil
24139.0,Summer,Football,"Football, Women",nan,,Brazil,Brazil
26160.0,Summer,Football,"Football, Women",2.0,Silver,Japan,Japan
29304.0,Summer,Artistic Gymnastics,"Team All-Around, Women",nan,,Germany,Germany
29304.0,Summer,Artistic Gymnastics,"Horse Vault, Women",5.0,,Germany,
29304.0,Summer,Artistic Gymnastics,"Balance Beam, Women",nan,,Germany,
29492.0,Summer,Artistic Gymnastics,"Rings, Men",7.0,,Bulgaria,
31642.0,Summer,Handball,"Handball, Men",7.0,,Spain,Spain
31968.0,Summer,Handball,"Handball, Men",3.0,Bronze,Croatia,Croatia
32355.0,Summer,Handball,"Handball, Women",4.0,,Republic of Korea,Republic of Korea
32421.0,Summer,Handball,"Handball, Men",11.0,,Republic of Korea,Republic of Korea
35399.0,Summer,Rowing,"Lightweight Coxless Fours, Men",4.0,,Australia,Australia
35421.0,Summer,Rowing,"Coxless Fours, Men",2.0,Silver,Australia,Australia
35779.0,Summer,Rowing,"Single Sculls, Women",5.0,,Belarus,
36061.0,Summer,Rowing,"Eights, Women",2.0,Silver,Canada,Canada
36351.0,Summer,Rowing,"Single Sculls, Women",6.0,,People's Republic of China,
36485.0,Summer,Rowing,"Lightweight Coxless Fours, Men",3.0,Bronze,Denmark,Denmark
37460.0,Summer,Rowing,"Eights, Men",3.0,Bronze,Great Britain,Great Britain
38316.0,Summer,Rowing,"Coxless Pairs, Men",4.0,,Italy,Niccolò Mornati
38658.0,Summer,Rowing,"Lightweight Double Sculls, Men",12.0,,Japan,Kazushige Ura
38980.0,Summer,Rowing,"Eights, Men",5.0,,Netherlands,Netherlands
39146.0,Summer,Rowing,"Single Sculls, Men",9.0,,Norway,
39348.0,Summer,Rowing,"Quadruple Sculls, Men",6.0,,Poland,Poland
39349.0,Summer,Rowing,"Quadruple Sculls, Men",6.0,,Poland,Poland
39531.0,Summer,Rowing,"Coxless Pairs, Women",5.0,,Romania,Georgeta Andrunache
39677.0,Summer,Rowing,"Double Sculls, Men",3.0,Bronze,Slovenia,Luka Špik
39682.0,Summer,Rowing,"Double Sculls, Men",3.0,Bronze,Slovenia,Iztok Čop
40118.0,Summer,Rowing,"Eights, Men",8.0,,Ukraine,Ukraine
41065.0,Summer,Shooting,"Trap, Men",33.0,,Andorra,
41147.0,Summer,Shooting,"Trap, Men",4.0,,Australia,
41182.0,Summer,Shooting,"Double Trap, Men",20.0,,Australia,
41211.0,Summer,Shooting,"Air Rifle, 10 metres, Men",28.0,,Austria,
41211.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",12.0,,Austria,
41211.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",27.0,,Austria,
41255.0,Summer,Shooting,"Air Pistol, 10 metres, Women",39.0,,Azerbaijan,
41255.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",23.0,,Azerbaijan,
41339.0,Summer,Shooting,"Air Rifle, 10 metres, Men",44.0,,Bosnia and Herzegovina,
41339.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",38.0,,Bosnia and Herzegovina,
41339.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",45.0,,Bosnia and Herzegovina,
41342.0,Summer,Shooting,"Air Pistol, 10 metres, Women",40.0,,Australia,
41342.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",17.0,,Australia,
41347.0,Summer,Shooting,"Air Pistol, 10 metres, Men",11.0,,Belarus,
41347.0,Summer,Shooting,"Free Pistol, 50 metres, Men",30.0,,Belarus,
41348.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",1.0,Gold,Belarus,
41415.0,Summer,Shooting,"Air Pistol, 10 metres, Women",24.0,,Bulgaria,
41415.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",9.0,,Bulgaria,
41443.0,Summer,Shooting,"Rapid-Fire Pistol, 25 metres, Men",13.0,,United States,
41620.0,Summer,Shooting,"Air Pistol, 10 metres, Men",12.0,,People's Republic of China,
41645.0,Summer,Shooting,"Trap, Men",29.0,,Colombia,
41713.0,Summer,Shooting,"Skeet, Men",30.0,,Cuba,
41717.0,Summer,Shooting,"Skeet, Men",22.0,,Cyprus,
41735.0,Summer,Shooting,"Trap, Men",14.0,,Czech Republic,
41740.0,Summer,Shooting,"Skeet, Men",6.0,,Czech Republic,
41763.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",24.0,,Denmark,
41847.0,Summer,Shooting,"Skeet, Men",18.0,,Egypt,
42142.0,Summer,Shooting,"Air Pistol, 10 metres, Men",18.0,,France,
42142.0,Summer,Shooting,"Free Pistol, 50 metres, Men",33.0,,France,
42309.0,Summer,Shooting,"Double Trap, Men",12.0,,Great Britain,
42492.0,Summer,Shooting,"Air Pistol, 10 metres, Women",33.0,,Georgia,
42492.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",15.0,,Georgia,
42504.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women",19.0,,Germany,
42515.0,Summer,Shooting,"Trap, Men",11.0,,Germany,
42526.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",21.0,,Germany,
42526.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",37.0,,Germany,
42584.0,Summer,Shooting,"Rapid-Fire Pistol, 25 metres, Men",16.0,,Germany,
42707.0,Summer,Shooting,"Air Pistol, 10 metres, Men",42.0,,Guatemala,
42707.0,Summer,Shooting,"Free Pistol, 50 metres, Men",36.0,,Guatemala,
42967.0,Summer,Shooting,"Skeet, Men",14.0,,Italy,
42999.0,Summer,Shooting,"Trap, Men",8.0,,Italy,
43217.0,Summer,Shooting,"Trap, Men",3.0,Bronze,Kuwait,
43217.0,Summer,Shooting,"Double Trap, Men",4.0,,Kuwait,
43218.0,Summer,Shooting,"Skeet, Men",21.0,,Kuwait,
43227.0,Summer,Shooting,"Rapid-Fire Pistol, 25 metres, Men",17.0,,Latvia,
43256.0,Summer,Shooting,"Trap, Women",14.0,,Lithuania,
43352.0,Summer,Shooting,"Air Pistol, 10 metres, Women",25.0,,Germany,
43352.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",12.0,,Germany,
43353.0,Summer,Shooting,"Air Pistol, 10 metres, Women",18.0,,Mongolia,
43353.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",27.0,,Mongolia,
43854.0,Summer,Shooting,"Skeet, Men",3.0,Bronze,Qatar,
43963.0,Summer,Shooting,"Free Pistol, 50 metres, Men",10.0,,Russian Federation,
43964.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",16.0,,Russian Federation,
43964.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",12.0,,Russian Federation,
43969.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",19.0,,Russian Federation,
43999.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",27.0,,Slovenia,
43999.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",3.0,Bronze,Slovenia,
44124.0,Summer,Shooting,"Air Rifle, 10 metres, Men",31.0,,Slovakia,
44124.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",31.0,,Slovakia,
44124.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",39.0,,Slovakia,
44428.0,Summer,Shooting,"Air Pistol, 10 metres, Men",37.0,,Thailand,
44428.0,Summer,Shooting,"Rapid-Fire Pistol, 25 metres, Men",15.0,,Thailand,
44428.0,Summer,Shooting,"Free Pistol, 50 metres, Men",14.0,,Thailand,
44586.0,Summer,Shooting,"Trap, Women",9.0,,United States,
44586.0,Summer,Shooting,"Skeet, Women",1.0,Gold,United States,
44784.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",16.0,,United States,
44849.0,Summer,Shooting,"Sporting Pistol, 25 metres, Women",18.0,,Serbia,
44864.0,Summer,Shooting,"Air Rifle, 10 metres, Men",30.0,,Serbia,
44864.0,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",23.0,,Serbia,
44864.0,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",10.0,,Serbia,
45134.0,Summer,Diving,"Synchronized Platform, Women",4.0,,Australia,Rachel Bugg
50100.0,Summer,Swimming,"100 metres Butterfly, Men",19.0,,Slovenia,
50214.0,Summer,Swimming,"50 metres Freestyle, Women",6.0,,Sweden,
50214.0,Summer,Swimming,"100 metres Freestyle, Women",nan,,Sweden,
50280.0,Summer,Diving,"Springboard, Women",10.0,,Sweden,
50387.0,Summer,Swimming,"100 metres Butterfly, Men",20.0,,Sweden,
50627.0,Summer,Swimming,"200 metres Backstroke, Men",33.0,,Turkey,
51770.0,Summer,Beach Volleyball,"Beach Volleyball, Women",19.0,,Australia,Tamsin Hinchley
51906.0,Summer,Beach Volleyball,"Beach Volleyball, Men",2.0,Silver,Brazil,Alison
52457.0,Summer,Volleyball,"Volleyball, Men",3.0,Bronze,Italy,Italy
52799.0,Summer,Beach Volleyball,"Beach Volleyball, Men",4.0,,Netherlands,Reinder Nummerdor
52914.0,Summer,Volleyball,"Volleyball, Men",5.0,,Poland,Poland
52968.0,Summer,Volleyball,"Volleyball, Women",5.0,,Russian Federation,Russian Federation
52976.0,Summer,Volleyball,"Volleyball, Women",5.0,,Russian Federation,Russian Federation
52988.0,Summer,Volleyball,"Volleyball, Men",1.0,Gold,Russian Federation,Russian Federation
53088.0,Summer,Volleyball,"Volleyball, Men",11.0,,Tunisia,Tunisia
53267.0,Summer,Volleyball,"Volleyball, Women",2.0,Silver,United States,United States
53657.0,Summer,Water Polo,"Water Polo, Men",1.0,Gold,Croatia,Croatia
53692.0,Summer,Water Polo,"Water Polo, Men",6.0,,Spain,Spain
54067.0,Summer,Water Polo,"Water Polo, Men",9.0,,Greece,Greece
54072.0,Summer,Water Polo,"Water Polo, Men",9.0,,Greece,Greece
54174.0,Summer,Water Polo,"Water Polo, Men",5.0,,Hungary,Hungary
54675.0,Summer,Water Polo,"Water Polo, Men",11.0,,Kazakhstan,Kazakhstan
54676.0,Summer,Water Polo,"Water Polo, Men",11.0,,Kazakhstan,Kazakhstan
56702.0,Summer,Weightlifting,"Heavyweight, Men",9.0,,Slovakia,
60284.0,Summer,Wrestling,"Light-Heavyweight, Greco-Roman, Men",15.0,,Turkey,
61046.0,Summer,Sailing,"Windsurfer, Women",9.0,,Italy,
61050.0,Summer,Sailing,"Windsurfer, Women",16.0,,Greece,
61109.0,Summer,Sailing,"One Person Heavyweight Dinghy, Men",1.0,Gold,Great Britain,
61504.0,Summer,Sailing,"Two Person Keelboat, Men",10.0,,Ireland,Peter O'Leary
61632.0,Summer,Sailing,"Two Person Keelboat, Men",12.0,,Canada,Tyler Bjorn
62076.0,Summer,Sailing,"Windsurfer, Men",25.0,,Hungary,
62243.0,Summer,Sailing,"Two Person Keelboat, Men",11.0,,Denmark,Claus Olesen
62679.0,Summer,Sailing,"Two Person Keelboat, Men",8.0,,Poland,Dominik Życki
62852.0,Summer,Sailing,"Two Person Keelboat, Men",1.0,Gold,Sweden,Max Salminen
62877.0,Summer,Sailing,"One Person Heavyweight Dinghy, Men",21.0,,Czech Republic,
63161.0,Summer,Sailing,"Windsurfer, Men",23.0,,Ukraine,
63224.0,Summer,Sailing,"Two Person Keelboat, Men",14.0,,Greece,Antonis Tsotras
63272.0,Summer,Sailing,"Two Person Keelboat, Men",5.0,,New Zealand,Jim Turner
63478.0,Summer,Sailing,"Windsurfer, Men",14.0,,Portugal,
63486.0,Summer,Sailing,"Two Person Keelboat, Men",9.0,,France,Pierre-Alexis Ponsot
63567.0,Summer,Sailing,"Two Person Keelboat, Men",3.0,Bronze,Brazil,Bruno Prada
64314.0,Summer,Athletics,"Marathon, Men",74.0,,Andorra,
64991.0,Summer,Athletics,"100 metres, Women",nan,,The Bahamas,
64991.0,Summer,Athletics,"200 metres, Women",nan,,The Bahamas,
64997.0,Summer,Athletics,"4 × 100 metres Relay, Women",nan,,The Bahamas,The Bahamas
65706.0,Summer,Athletics,"High Jump, Women",nan,,Bulgaria,
66291.0,Summer,Athletics,"200 metres, Women",nan,,Cayman Islands,
66344.0,Summer,Athletics,"Marathon, Women",61.0,,Chile,
67120.0,Summer,Athletics,"3,000 metres Steeplechase, Women",nan,,Spain,
67141.0,Summer,Athletics,"20 kilometres Walk, Women",8.0,,Spain,
67211.0,Summer,Athletics,"50 kilometres Walk, Men",17.0,,Spain,
67357.0,Summer,Athletics,"Discus Throw, Men",nan,,Estonia,
70816.0,Summer,Athletics,"Hammer Throw, Men",nan,,Greece,
72692.0,Summer,Athletics,"Marathon, Women",13.0,,Germany,
73111.0,Summer,Athletics,"Marathon, Men",nan,,Libya,
73209.0,Summer,Athletics,"Discus Throw, Men",4.0,,Lithuania,
74885.0,Summer,Athletics,"Hammer Throw, Men",6.0,,Poland,
74944.0,Summer,Athletics,"Marathon, Men",48.0,,Portugal,
75113.0,Summer,Athletics,"Discus Throw, Women",13.0,,Romania,
75151.0,Summer,Athletics,"Marathon, Women",44.0,,Romania,
75584.0,Summer,Athletics,"100 metres, Men",nan,,Saint Kitts and Nevis,
77118.0,Summer,Athletics,"High Jump, Women",nan,,Ukraine,
77743.0,Summer,Athletics,"High Jump, Women",nan,,United States,
77861.0,Summer,Athletics,"Discus Throw, Women",23.0,,United States,
79481.0,Summer,Athletics,"High Jump, Men",nan,,Serbia,
80475.0,Summer,Archery,"Individual, Women",33.0,,Chile,
80481.0,Summer,Archery,"Individual, Men",33.0,,Cuba,
80496.0,Summer,Archery,"Individual, Women",33.0,,Greece,
82613.0,Summer,Athletics,"Shot Put, Women",12.0,,Germany,
82636.0,Summer,Athletics,"200 metres, Women",nan,,Ghana,
82701.0,Summer,Badminton,"Singles, Men",5.0,,Denmark,
82712.0,Summer,Badminton,"Singles, Women",17.0,,Finland,
82731.0,Summer,Badminton,"Doubles, Men",13.0,,United States,Howard Bach
82734.0,Summer,Badminton,"Singles, Men",9.0,,Indonesia,
82768.0,Summer,Basketball,"Basketball, Men",8.0,,Lithuania,Lithuania
82773.0,Summer,Basketball,"Basketball, Men",8.0,,Lithuania,Lithuania
82790.0,Summer,Basketball,"Basketball, Men",3.0,Bronze,Russian Federation,Russian Federation
82816.0,Summer,Basketball,"Basketball, Women",3.0,Bronze,Australia,Australia
82818.0,Summer,Basketball,"Basketball, Women",3.0,Bronze,Australia,Australia
82823.0,Summer,Basketball,"Basketball, Women",9.0,,Brazil,Brazil
82831.0,Summer,Basketball,"Basketball, Women",8.0,,Canada,Canada
83178.0,Summer,Archery,"Individual, Men",9.0,,Norway,
83231.0,Summer,Athletics,"Hammer Throw, Men",nan,,Argentina,
83252.0,Summer,Athletics,"50 kilometres Walk, Men",19.0,,Australia,
83271.0,Summer,Athletics,"5,000 metres, Men",nan,,Australia,
83286.0,Summer,Athletics,"Marathon, Women",96.0,,Australia,
83296.0,Summer,Athletics,"Marathon, Men",nan,,Austria,
83301.0,Summer,Athletics,"4 × 100 metres Relay, Women",nan,,The Bahamas,The Bahamas
83302.0,Summer,Athletics,"400 metres, Men",4.0,,The Bahamas,
83302.0,Summer,Athletics,"4 × 400 metres Relay, Men",1.0,Gold,The Bahamas,The Bahamas
83332.0,Summer,Athletics,"4 × 400 metres Relay, Women",nan,,Belarus,Belarus
83334.0,Summer,Athletics,"Shot Put, Women",16.0,,Belarus,
83338.0,Summer,Athletics,"Shot Put, Men",nan,,Belarus,
83353.0,Summer,Athletics,"Long Jump, Women",nan,,Brazil,
83383.0,Summer,Athletics,"Marathon, Women",30.0,,Burundi,
83449.0,Summer,Athletics,"200 metres, Women",nan,,Colombia,
83449.0,Summer,Athletics,"4 × 100 metres Relay, Women",nan,,Colombia,Colombia
83459.0,Summer,Athletics,"Hammer Throw, Men",nan,,Croatia,
83466.0,Summer,Athletics,"Triple Jump, Women",5.0,,Great Britain,
83470.0,Summer,Athletics,"Discus Throw, Men",7.0,,Spain,
83474.0,Summer,Athletics,"Long Jump, Men",nan,,Spain,
